admission_date,temperature_2m_mean_C,temperature_2m_max_C,temperature_2m_min_C,apparent_temperature_mean_C,apparent_temperature_max_C,apparent_temperature_min_C,precipitation_sum_mm,wind_speed_10m_max_km_h,wind_gusts_10m_max_km_h,wind_direction_10m_dominant_degree,shortwave_radiation_sum_MJ_m_square,precipitation_hours_h,rain_sum_mm,snowfall_sum_cm
2024-03-17,23.6,27.9,20.1,21.4,25.9,17.1,0.30,22.2,33.5,129,11.21,2.0,0.30,0.00
2024-03-18,20.7,22.5,18.7,19.0,21.5,17.4,8.30,29.2,45.0,177,6.75,17.0,8.30,0.00
2024-03-19,19.7,24.0,16.4,18.7,24.1,15.7,5.70,30.0,47.2,172,11.11,10.0,5.70,0.00
2024-03-20,17.2,21.9,13.6,15.7,20.3,11.4,0.00,20.4,32.4,39,23.07,0.0,0.00,0.00
2024-03-21,16.2,22.0,11.5,13.4,18.9,8.4,0.00,19.5,32.8,88,18.47,0.0,0.00,0.00
2024-03-22,19.9,28.1,14.1,17.3,25.4,10.3,0.20,33.8,51.8,205,21.01,1.0,0.20,0.00
2024-03-23,21.0,28.1,14.1,20.2,26.1,13.6,2.40,24.8,37.8,112,19.24,1.0,2.40,0.00
2024-03-24,20.9,28.1,18.0,19.7,26.6,14.5,29.60,31.5,51.1,182,17.54,8.0,29.60,0.00
2024-03-25,16.3,21.0,12.6,12.0,16.9,7.4,0.00,33.7,50.0,280,24.21,0.0,0.00,0.00
2024-03-26,15.0,20.9,9.6,13.2,20.8,7.2,0.00,16.9,25.9,90,23.59,0.0,0.00,0.00
2024-03-27,17.2,24.7,10.1,15.1,24.3,7.5,0.00,17.3,29.9,146,23.71,0.0,0.00,0.00
2024-03-28,19.4,26.8,12.2,17.0,26.5,9.2,0.00,16.7,24.5,107,23.52,0.0,0.00,0.00
2024-03-29,21.2,28.8,13.1,17.6,24.3,9.6,0.40,21.6,37.1,118,21.68,2.0,0.40,0.00
2024-03-30,21.4,26.0,17.6,17.0,21.2,14.0,0.00,31.9,50.8,130,18.27,0.0,0.00,0.00
2024-03-31,21.2,27.5,16.5,17.7,24.2,11.6,7.20,29.7,46.8,123,19.23,3.0,7.20,0.00
2024-04-01,19.4,24.0,14.1,19.4,24.4,14.1,2.60,17.4,25.9,119,22.85,4.0,2.60,0.00
2024-04-02,19.7,25.0,14.1,19.5,25.4,13.2,0.00,15.1,23.0,140,22.56,0.0,0.00,0.00
2024-04-03,18.1,24.4,13.8,18.1,26.1,13.9,2.40,26.3,40.3,232,20.53,2.0,2.40,0.00
2024-04-04,20.1,27.2,11.8,18.6,25.4,10.8,0.00,13.8,26.3,53,24.69,0.0,0.00,0.00
2024-04-05,22.5,29.5,13.1,19.8,27.2,10.3,0.00,15.3,28.4,205,24.71,0.0,0.00,0.00
2024-04-06,24.0,30.5,16.1,23.0,28.5,15.9,0.00,18.6,31.0,193,19.93,0.0,0.00,0.00
2024-04-07,23.7,29.5,19.9,22.1,28.1,16.8,2.90,36.7,53.3,226,20.13,3.0,2.90,0.00
2024-04-08,21.2,26.2,18.4,20.1,24.8,16.8,0.30,26.3,43.9,163,15.75,3.0,0.30,0.00
2024-04-09,22.2,27.9,17.6,19.3,26.2,14.4,0.00,35.8,52.9,176,18.14,0.0,0.00,0.00
2024-04-10,23.4,29.6,18.0,21.8,26.8,16.5,0.10,30.5,48.6,195,18.13,1.0,0.10,0.00
2024-04-11,24.9,31.9,17.7,24.0,31.1,17.1,0.00,23.5,38.9,114,23.69,0.0,0.00,0.00
2024-04-12,24.8,30.7,18.0,22.5,30.1,15.6,0.00,21.7,31.7,82,24.35,0.0,0.00,0.00
2024-04-13,24.7,30.5,18.9,20.9,27.9,14.8,0.00,24.6,39.6,82,23.80,0.0,0.00,0.00
2024-04-14,25.7,32.2,18.6,21.7,28.8,15.0,0.00,27.0,44.3,123,23.66,0.0,0.00,0.00
2024-04-15,25.5,32.4,17.0,19.9,26.8,12.2,0.00,44.1,67.7,229,24.11,0.0,0.00,0.00
2024-04-16,18.8,24.1,13.3,15.3,20.7,9.3,0.20,29.7,47.5,343,19.89,1.0,0.20,0.00
2024-04-17,22.0,28.5,14.0,19.4,25.9,11.5,0.00,16.6,31.0,314,25.17,0.0,0.00,0.00
2024-04-18,24.4,31.1,15.6,21.8,29.9,13.0,0.00,11.4,22.0,352,25.37,0.0,0.00,0.00
2024-04-19,26.6,34.8,17.1,23.1,32.7,13.4,0.00,20.5,36.4,176,24.40,0.0,0.00,0.00
2024-04-20,28.6,35.2,20.8,24.5,32.7,16.1,0.00,21.2,36.0,141,22.47,0.0,0.00,0.00
2024-04-21,29.1,34.8,23.8,24.2,30.0,19.4,0.00,27.2,43.9,257,25.89,0.0,0.00,0.00
2024-04-22,25.9,31.5,20.5,21.3,27.0,15.8,0.00,31.4,50.0,336,25.55,0.0,0.00,0.00
2024-04-23,24.9,31.2,19.0,21.0,26.7,15.3,0.00,24.0,41.4,8,25.92,0.0,0.00,0.00
2024-04-24,25.2,32.3,16.5,20.9,27.9,12.7,0.00,27.0,43.6,325,26.02,0.0,0.00,0.00
2024-04-25,26.1,32.8,17.8,22.1,29.6,13.5,0.00,18.3,31.0,345,26.24,0.0,0.00,0.00
2024-04-26,26.8,33.7,17.8,22.9,31.3,13.0,0.00,19.0,33.5,136,24.23,0.0,0.00,0.00
2024-04-27,27.9,34.9,21.7,24.4,33.1,18.8,0.20,32.8,48.6,156,22.06,1.0,0.20,0.00
2024-04-28,24.5,32.0,18.9,23.6,30.2,17.5,5.60,22.9,60.8,173,22.07,2.0,5.60,0.00
2024-04-29,22.8,31.1,17.6,20.1,25.8,16.4,1.00,38.6,68.4,174,14.80,2.0,1.00,0.00
2024-04-30,21.7,27.3,17.1,20.1,26.3,14.9,5.30,34.2,50.0,168,22.22,8.0,5.30,0.00
2024-05-01,20.9,27.7,17.2,19.6,26.4,15.2,9.70,28.8,60.8,199,21.48,6.0,9.70,0.00
2024-05-02,22.8,30.9,14.4,21.8,29.2,14.0,0.00,22.0,37.1,236,23.91,0.0,0.00,0.00
2024-05-03,27.2,35.3,19.2,24.3,31.5,17.3,0.00,24.8,42.8,206,25.68,0.0,0.00,0.00
2024-05-04,27.2,33.5,20.2,24.1,32.5,16.4,0.00,27.4,45.0,26,26.05,0.0,0.00,0.00
2024-05-05,28.4,35.2,20.1,25.2,32.2,17.7,0.00,32.9,52.2,155,24.10,0.0,0.00,0.00
2024-05-06,29.6,35.1,23.2,25.6,29.8,20.8,0.00,27.7,45.0,246,25.95,0.0,0.00,0.00
2024-05-07,28.0,34.3,21.0,23.5,30.7,17.0,0.00,21.5,35.3,292,26.49,0.0,0.00,0.00
2024-05-08,27.0,33.5,20.1,22.6,30.5,15.4,0.00,27.7,41.4,46,26.00,0.0,0.00,0.00
2024-05-09,27.8,34.0,20.9,23.2,30.7,16.7,0.00,26.0,42.1,84,25.92,0.0,0.00,0.00
2024-05-10,29.5,36.4,22.0,26.0,33.9,17.4,0.00,22.3,36.4,135,24.08,0.0,0.00,0.00
2024-05-11,32.4,39.0,24.6,28.8,37.0,20.0,0.00,24.1,39.6,177,24.02,0.0,0.00,0.00
2024-05-12,33.8,39.2,27.1,32.3,37.7,25.2,0.00,15.7,30.2,296,24.53,0.0,0.00,0.00
2024-05-13,33.8,40.3,26.3,31.0,38.9,23.2,0.00,21.6,37.4,238,24.56,0.0,0.00,0.00
2024-05-14,31.8,37.3,25.3,28.3,36.0,22.1,0.00,28.2,53.3,56,26.02,0.0,0.00,0.00
2024-05-15,32.0,39.4,24.1,28.9,36.9,20.5,0.00,26.4,41.8,131,23.92,0.0,0.00,0.00
2024-05-16,32.8,39.5,25.2,28.3,35.2,20.3,0.00,25.7,37.4,292,26.33,0.0,0.00,0.00
2024-05-17,30.1,35.8,24.6,26.5,31.5,22.2,0.00,35.2,55.4,37,26.28,0.0,0.00,0.00
2024-05-18,28.7,34.6,22.2,25.1,32.0,18.6,0.00,22.5,38.2,41,26.44,0.0,0.00,0.00
2024-05-19,29.2,36.0,20.9,25.6,33.2,17.0,0.00,21.0,33.5,31,26.46,0.0,0.00,0.00
2024-05-20,32.4,39.5,24.1,28.5,36.5,19.4,0.00,21.3,34.9,207,26.25,0.0,0.00,0.00
2024-05-21,33.0,39.2,26.0,29.2,36.4,23.0,0.00,21.7,33.8,311,26.18,0.0,0.00,0.00
2024-05-22,33.0,39.7,25.1,29.5,38.1,21.0,0.00,17.5,27.7,18,26.61,0.0,0.00,0.00
2024-05-23,32.4,38.5,25.9,28.8,36.3,21.5,0.00,23.9,39.2,50,26.50,0.0,0.00,0.00
2024-05-24,32.8,40.4,24.3,29.4,37.9,21.0,0.00,25.8,37.1,319,26.51,0.0,0.00,0.00
2024-05-25,34.3,42.7,25.5,30.8,39.7,22.2,0.00,26.8,42.5,194,25.48,0.0,0.00,0.00
2024-05-26,33.7,40.4,26.2,29.6,37.8,21.1,0.00,28.1,40.3,353,26.38,0.0,0.00,0.00
2024-05-27,33.8,40.7,27.1,29.0,37.4,22.3,0.00,29.5,47.2,77,26.44,0.0,0.00,0.00
2024-05-28,33.8,40.7,26.2,29.8,37.9,22.0,0.00,22.2,37.1,100,26.15,0.0,0.00,0.00
2024-05-29,35.0,42.2,26.6,31.4,41.0,22.5,0.00,21.0,34.6,130,26.18,0.0,0.00,0.00
2024-05-30,36.0,43.2,27.9,32.4,42.4,23.6,0.00,25.4,41.8,142,26.82,0.0,0.00,0.00
2024-05-31,36.4,42.9,28.5,32.4,41.0,24.2,0.00,21.0,36.0,127,26.72,0.0,0.00,0.00
2024-06-01,35.7,42.5,27.5,31.6,38.7,24.4,0.00,28.9,45.0,65,26.99,0.0,0.00,0.00
2024-06-02,34.8,41.2,28.2,30.3,37.7,23.6,0.00,25.1,41.0,60,26.97,0.0,0.00,0.00
2024-06-03,34.4,41.5,25.4,31.0,39.0,22.1,0.00,17.6,27.7,44,26.85,0.0,0.00,0.00
2024-06-04,35.5,43.2,26.9,32.0,41.3,23.1,0.00,21.2,34.6,55,26.93,0.0,0.00,0.00
2024-06-05,35.6,42.8,26.8,32.4,41.9,23.3,0.00,20.3,31.0,98,26.95,0.0,0.00,0.00
2024-06-06,37.0,43.7,29.8,32.4,40.7,24.7,0.00,28.3,46.1,177,26.91,0.0,0.00,0.00
2024-06-07,37.8,45.0,30.4,32.6,41.3,25.6,0.00,32.4,51.1,278,26.74,0.0,0.00,0.00
2024-06-08,36.2,43.3,27.4,31.4,39.3,22.9,0.00,30.0,46.1,8,27.31,0.0,0.00,0.00
2024-06-09,35.6,43.3,26.6,31.8,40.7,22.8,0.00,23.8,37.8,76,26.15,0.0,0.00,0.00
2024-06-10,36.2,43.4,27.2,32.2,40.9,22.4,0.00,23.9,40.3,159,26.58,0.0,0.00,0.00
2024-06-11,37.0,43.2,28.5,33.8,41.4,25.6,0.00,22.9,38.9,171,24.67,0.0,0.00,0.00
2024-06-12,37.0,44.2,29.5,32.9,41.1,24.5,0.00,27.9,40.3,90,23.27,0.0,0.00,0.00
2024-06-13,36.5,42.8,30.1,32.5,42.1,25.9,0.00,24.9,38.5,34,26.09,0.0,0.00,0.00
2024-06-14,34.4,40.6,27.4,30.1,36.5,23.4,0.00,29.8,43.9,342,27.41,0.0,0.00,0.00
2024-06-15,34.3,41.0,26.8,30.2,36.9,23.1,0.00,27.6,45.4,335,27.16,0.0,0.00,0.00
2024-06-16,34.9,42.3,26.8,30.6,38.8,22.6,0.00,29.2,43.6,357,27.27,0.0,0.00,0.00
2024-06-17,35.2,42.2,27.1,30.7,38.1,23.0,0.00,27.1,40.7,46,27.45,0.0,0.00,0.00
2024-06-18,34.9,42.3,26.5,31.3,39.1,23.0,0.00,21.6,37.1,80,27.48,0.0,0.00,0.00
2024-06-19,35.6,43.5,26.5,31.6,39.4,22.4,0.00,30.0,47.5,38,27.19,0.0,0.00,0.00
2024-06-20,36.7,43.3,29.1,31.9,39.6,24.9,0.00,38.4,58.3,2,27.19,0.0,0.00,0.00
2024-06-21,37.0,43.8,28.2,32.4,39.0,24.4,0.00,32.2,49.3,351,27.17,0.0,0.00,0.00
2024-06-22,37.2,44.2,28.6,33.1,41.3,24.6,0.00,32.0,48.6,34,27.23,0.0,0.00,0.00
2024-06-23,37.5,44.3,30.0,33.6,41.8,25.5,0.00,23.0,34.6,86,27.14,0.0,0.00,0.00
2024-06-24,36.8,44.2,28.0,32.9,41.6,24.0,0.00,17.1,29.2,35,27.25,0.0,0.00,0.00
2024-06-25,36.3,43.1,28.1,32.2,40.6,24.3,0.00,28.1,43.9,13,27.10,0.0,0.00,0.00
2024-06-26,35.7,41.8,28.1,32.4,39.9,24.9,0.00,27.9,41.4,357,27.01,0.0,0.00,0.00
2024-06-27,35.8,42.2,28.2,32.2,40.5,24.3,0.00,26.7,38.9,360,27.21,0.0,0.00,0.00
2024-06-28,35.3,42.0,27.9,31.3,39.2,23.5,0.00,25.3,41.0,359,27.34,0.0,0.00,0.00
2024-06-29,34.9,41.7,26.9,31.5,39.9,23.6,0.00,17.8,29.5,352,27.32,0.0,0.00,0.00
2024-06-30,35.8,42.5,28.2,32.1,41.0,23.5,0.00,19.3,27.7,21,27.42,0.0,0.00,0.00
2024-07-01,35.3,42.2,26.9,31.9,41.0,22.8,0.00,17.6,27.0,198,27.32,0.0,0.00,0.00
2024-07-02,34.6,40.2,28.0,30.5,37.1,23.1,0.00,20.9,36.7,322,26.96,0.0,0.00,0.00
2024-07-03,34.4,40.5,27.4,31.0,38.4,24.2,0.00,21.5,32.4,350,27.12,0.0,0.00,0.00
2024-07-04,33.4,40.0,26.8,30.3,38.4,23.0,0.00,21.6,31.3,340,26.99,0.0,0.00,0.00
2024-07-05,33.7,40.1,25.9,29.1,36.2,21.4,0.00,31.1,48.6,327,27.17,0.0,0.00,0.00
2024-07-06,34.5,40.8,27.6,29.8,36.6,23.1,0.00,30.1,48.2,336,26.99,0.0,0.00,0.00
2024-07-07,34.2,41.1,26.8,30.4,38.3,22.7,0.00,25.4,40.3,8,27.09,0.0,0.00,0.00
2024-07-08,34.6,41.5,26.0,31.6,41.3,22.4,0.00,19.9,32.4,112,27.05,0.0,0.00,0.00
2024-07-09,35.8,42.7,27.4,32.6,41.1,23.9,0.00,20.7,29.9,132,26.84,0.0,0.00,0.00
2024-07-10,36.8,43.0,30.4,34.0,42.5,26.7,0.00,18.9,26.3,128,26.28,0.0,0.00,0.00
2024-07-11,37.5,44.9,29.0,34.8,43.6,26.1,0.00,26.8,40.7,254,25.29,0.0,0.00,0.00
2024-07-12,38.5,44.6,30.2,34.7,41.7,26.6,0.00,26.8,39.6,344,26.43,0.0,0.00,0.00
2024-07-13,37.5,43.8,30.4,33.8,41.8,26.4,0.00,24.3,36.4,349,26.65,0.0,0.00,0.00
2024-07-14,36.0,41.7,29.9,32.3,38.2,26.6,0.00,27.0,43.2,343,26.64,0.0,0.00,0.00
2024-07-15,34.8,41.0,27.3,32.2,40.4,24.5,0.00,19.0,29.5,10,26.61,0.0,0.00,0.00
2024-07-16,35.0,41.5,27.5,32.5,40.3,24.9,0.00,21.7,34.6,19,26.60,0.0,0.00,0.00
2024-07-17,35.6,42.2,28.0,32.7,39.9,25.8,0.00,24.1,38.5,10,26.72,0.0,0.00,0.00
2024-07-18,35.9,42.7,28.0,32.6,39.4,25.9,0.00,28.2,44.3,352,26.77,0.0,0.00,0.00
2024-07-19,36.4,43.3,27.8,33.4,40.8,24.7,0.00,22.2,38.5,359,26.72,0.0,0.00,0.00
2024-07-20,36.7,43.5,28.2,34.3,43.0,25.1,0.00,16.9,27.0,350,26.54,0.0,0.00,0.00
2024-07-21,37.8,44.8,29.7,34.7,44.0,26.6,0.00,22.0,37.1,335,26.52,0.0,0.00,0.00
2024-07-22,36.2,42.6,28.8,32.8,40.1,25.7,0.00,21.3,34.6,1,26.56,0.0,0.00,0.00
2024-07-23,35.5,41.8,27.8,32.3,40.3,24.0,0.00,22.2,34.6,347,26.56,0.0,0.00,0.00
2024-07-24,35.4,41.5,28.7,31.8,37.7,25.0,0.00,27.3,43.9,316,26.48,0.0,0.00,0.00
2024-07-25,34.6,40.1,28.0,30.6,37.3,24.1,0.00,25.8,41.0,322,26.59,0.0,0.00,0.00
2024-07-26,34.1,40.3,26.4,30.7,37.8,22.4,0.00,20.7,35.3,322,26.47,0.0,0.00,0.00
2024-07-27,35.5,41.4,29.5,31.3,39.2,25.0,0.00,25.7,39.6,343,26.41,0.0,0.00,0.00
2024-07-28,35.3,41.0,27.1,31.6,38.0,23.4,0.00,27.9,40.3,343,26.34,0.0,0.00,0.00
2024-07-29,34.5,40.3,27.3,30.3,35.5,24.4,0.00,32.1,52.2,327,26.20,0.0,0.00,0.00
2024-07-30,34.5,41.0,26.9,30.8,37.6,23.3,0.00,24.6,41.4,330,26.19,0.0,0.00,0.00
2024-07-31,35.0,41.8,26.9,32.0,39.8,23.9,0.00,23.4,37.1,360,25.94,0.0,0.00,0.00
2024-08-01,35.7,41.9,27.9,32.1,38.7,24.7,0.00,25.6,41.8,359,25.82,0.0,0.00,0.00
2024-08-02,35.5,41.3,28.0,31.8,38.1,24.8,0.00,24.9,43.9,359,25.89,0.0,0.00,0.00
2024-08-03,35.0,40.8,27.6,32.1,38.6,24.8,0.00,22.5,34.6,7,25.62,0.0,0.00,0.00
2024-08-04,34.9,40.6,28.0,32.1,39.6,24.9,0.00,30.2,45.7,353,25.21,0.0,0.00,0.00
2024-08-05,34.1,39.5,27.2,29.6,34.3,23.7,0.00,31.2,50.0,342,25.83,0.0,0.00,0.00
2024-08-06,33.9,40.3,26.1,30.7,37.0,22.5,0.00,26.7,41.0,335,25.68,0.0,0.00,0.00
2024-08-07,34.8,40.7,26.6,31.3,37.8,23.8,0.00,25.0,40.0,0,23.96,0.0,0.00,0.00
2024-08-08,34.8,41.5,27.1,30.6,37.6,22.8,0.00,24.1,40.0,343,23.83,0.0,0.00,0.00
2024-08-09,36.0,42.8,28.6,31.9,40.0,24.3,0.00,29.2,45.0,359,25.66,0.0,0.00,0.00
2024-08-10,35.9,42.8,27.6,32.2,39.6,24.4,0.00,25.0,38.5,28,24.90,0.0,0.00,0.00
2024-08-11,36.2,42.6,29.5,33.3,40.0,26.9,0.00,22.1,36.0,350,25.74,0.0,0.00,0.00
2024-08-12,36.1,42.7,27.8,33.3,41.1,25.4,0.00,21.6,31.0,24,25.53,0.0,0.00,0.00
2024-08-13,37.0,43.5,30.0,34.2,40.9,27.6,0.00,25.3,41.4,48,25.42,0.0,0.00,0.00
2024-08-14,36.5,43.6,27.9,33.2,41.3,24.8,0.00,24.8,39.6,77,25.48,0.0,0.00,0.00
2024-08-15,37.1,44.2,29.1,34.2,43.0,26.0,0.00,29.9,45.4,101,24.53,0.0,0.00,0.00
2024-08-16,37.3,44.5,29.1,34.4,42.2,26.7,0.00,26.3,40.7,15,25.23,0.0,0.00,0.00
2024-08-17,37.1,43.2,30.0,34.1,42.2,26.9,0.00,20.2,29.9,92,23.44,0.0,0.00,0.00
2024-08-18,37.9,44.8,30.5,34.8,43.6,27.1,0.00,20.9,34.2,130,24.22,0.0,0.00,0.00
2024-08-19,37.8,45.0,29.1,34.7,42.9,26.0,0.00,32.3,50.0,66,23.57,0.0,0.00,0.00
2024-08-20,38.0,44.2,29.4,35.5,42.3,27.4,0.00,23.9,43.9,34,22.59,0.0,0.00,0.00
2024-08-21,36.8,42.8,29.6,34.3,40.5,28.8,0.00,25.0,40.7,89,24.80,0.0,0.00,0.00
2024-08-22,36.1,42.3,29.4,34.2,40.6,29.0,0.00,25.4,37.8,105,24.00,0.0,0.00,0.00
2024-08-23,36.2,42.6,29.2,34.6,42.3,28.1,0.00,15.8,27.7,101,22.63,0.0,0.00,0.00
2024-08-24,36.5,43.3,28.4,33.8,42.7,26.6,0.00,21.5,31.3,49,22.09,0.0,0.00,0.00
2024-08-25,35.8,42.5,27.5,33.4,41.8,25.3,0.00,23.7,34.9,70,24.98,0.0,0.00,0.00
2024-08-26,36.6,42.5,29.9,33.7,41.7,27.6,0.00,26.4,38.9,89,22.28,0.0,0.00,0.00
2024-08-27,36.8,42.5,28.8,34.0,39.9,26.4,0.00,23.9,35.3,55,22.21,0.0,0.00,0.00
2024-08-28,36.7,42.2,29.8,33.0,37.9,27.6,0.00,32.2,48.6,28,23.75,0.0,0.00,0.00
2024-08-29,35.9,41.8,29.9,32.1,38.2,26.6,0.00,28.1,43.9,4,23.26,0.0,0.00,0.00
2024-08-30,34.1,40.5,26.5,30.3,36.5,23.4,0.00,31.2,48.6,349,24.63,0.0,0.00,0.00
2024-08-31,32.8,39.0,26.2,29.3,35.0,23.0,0.00,25.6,41.4,351,24.73,0.0,0.00,0.00
2024-09-01,32.7,39.1,24.8,29.8,37.3,22.0,0.00,20.2,32.4,357,24.54,0.0,0.00,0.00
2024-09-02,33.0,39.4,25.4,29.6,36.5,21.8,0.00,23.0,37.4,7,24.63,0.0,0.00,0.00
2024-09-03,32.5,38.8,25.6,29.3,35.7,22.7,0.00,24.7,40.3,1,24.42,0.0,0.00,0.00
2024-09-04,32.5,38.5,25.7,29.4,36.0,23.1,0.00,18.2,32.4,27,24.56,0.0,0.00,0.00
2024-09-05,32.6,38.8,24.6,29.9,37.2,21.9,0.00,14.8,27.4,41,24.57,0.0,0.00,0.00
2024-09-06,33.1,40.1,25.3,30.6,39.2,22.4,0.00,17.4,28.8,83,24.25,0.0,0.00,0.00
2024-09-07,34.4,40.6,26.8,31.5,39.6,23.3,0.00,17.1,30.2,174,20.40,0.0,0.00,0.00
2024-09-08,35.4,41.0,29.5,32.7,40.3,25.9,0.00,19.5,33.1,163,21.99,0.0,0.00,0.00
2024-09-09,34.4,40.9,28.0,30.8,38.6,24.5,0.00,20.2,36.4,132,24.38,0.0,0.00,0.00
2024-09-10,33.9,41.3,24.9,31.0,40.4,21.7,0.00,22.3,33.5,166,22.09,0.0,0.00,0.00
2024-09-11,35.3,42.0,27.6,32.1,40.3,24.6,0.00,21.0,34.2,38,20.39,0.0,0.00,0.00
2024-09-12,35.2,41.9,27.5,31.1,38.3,23.7,0.00,27.5,41.4,48,22.34,0.0,0.00,0.00
2024-09-13,34.7,41.7,26.2,31.7,40.2,23.3,0.00,21.2,33.5,55,23.63,0.0,0.00,0.00
2024-09-14,33.5,39.8,26.4,30.9,37.9,23.8,0.00,21.5,32.0,106,20.62,0.0,0.00,0.00
2024-09-15,33.0,39.7,24.9,30.3,38.4,22.8,0.00,21.0,32.0,16,23.64,0.0,0.00,0.00
2024-09-16,33.1,40.0,24.8,30.5,38.5,22.4,0.00,18.6,28.4,64,23.53,0.0,0.00,0.00
2024-09-17,33.4,40.1,25.8,30.0,39.1,22.4,0.00,21.3,36.4,62,23.49,0.0,0.00,0.00
2024-09-18,32.5,38.3,25.6,29.9,38.1,22.3,0.00,20.4,29.2,59,23.25,0.0,0.00,0.00
2024-09-19,32.1,38.2,25.2,29.2,36.9,21.9,0.00,22.3,36.0,107,23.04,0.0,0.00,0.00
2024-09-20,32.6,39.5,25.6,29.4,37.3,22.6,0.00,27.8,45.4,150,22.73,0.0,0.00,0.00
2024-09-21,33.1,39.5,27.0,29.3,36.8,23.9,0.00,27.9,46.1,236,23.04,0.0,0.00,0.00
2024-09-22,32.5,39.0,25.3,29.8,37.4,23.2,0.00,20.9,31.0,25,23.25,0.0,0.00,0.00
2024-09-23,31.7,37.5,24.6,28.6,36.1,21.4,0.00,20.9,36.4,103,23.03,0.0,0.00,0.00
2024-09-24,31.0,37.6,23.4,27.8,35.7,20.7,0.00,18.8,32.8,83,23.32,0.0,0.00,0.00
2024-09-25,31.6,38.0,24.5,28.5,35.5,21.1,0.00,23.5,34.2,50,23.05,0.0,0.00,0.00
2024-09-26,30.8,37.8,23.5,28.2,36.0,20.9,0.00,21.5,34.2,31,22.81,0.0,0.00,0.00
