admission_date,temperature_2m_mean_C,temperature_2m_max_C,temperature_2m_min_C,apparent_temperature_mean_C,apparent_temperature_max_C,apparent_temperature_min_C,precipitation_sum_mm,wind_speed_10m_max_km_h,wind_gusts_10m_max_km_h,wind_direction_10m_dominant_degree,shortwave_radiation_sum_MJ_m_square,precipitation_hours_h,rain_sum_mm,snowfall_sum_cm
2020-01-01,15.9,21.3,11.1,11.8,17.9,7.0,0.00,20.2,29.9,89,12.15,0.0,0.00,0.00
2020-01-02,19.2,26.6,13.6,15.5,22.4,8.7,0.00,26.6,43.6,181,14.93,0.0,0.00,0.00
2020-01-03,21.0,27.6,15.4,18.4,25.4,12.0,0.00,20.0,29.2,217,14.89,0.0,0.00,0.00
2020-01-04,19.2,24.5,15.0,17.1,21.4,13.7,1.50,21.8,37.4,295,13.44,3.0,1.50,0.00
2020-01-05,13.8,17.0,8.4,10.3,14.4,4.8,0.90,20.6,33.8,10,10.26,1.0,0.90,0.00
2020-01-06,10.0,15.9,4.0,6.2,11.4,0.2,0.00,15.2,28.4,74,15.94,0.0,0.00,0.00
2020-01-07,11.9,19.0,6.3,8.0,14.4,3.0,0.00,23.0,37.1,130,13.53,0.0,0.00,0.00
2020-01-08,16.0,24.1,9.8,11.8,20.2,4.9,0.00,25.4,42.5,196,13.79,0.0,0.00,0.00
2020-01-09,13.0,19.2,7.1,9.8,16.3,3.5,0.00,11.7,23.8,20,16.22,0.0,0.00,0.00
2020-01-10,11.5,17.2,5.7,7.0,11.7,1.2,0.00,26.1,40.7,284,15.96,0.0,0.00,0.00
2020-01-11,9.8,14.1,5.2,4.3,7.0,1.1,0.00,30.1,49.0,319,13.15,0.0,0.00,0.00
2020-01-12,8.5,13.4,3.5,4.1,9.2,-1.2,0.00,19.7,34.9,324,16.14,0.0,0.00,0.00
2020-01-13,10.2,17.5,1.8,6.0,12.5,-2.2,0.00,13.2,25.9,255,16.39,0.0,0.00,0.00
2020-01-14,9.9,15.5,4.6,5.0,10.4,-0.2,0.00,24.7,41.0,345,16.16,0.0,0.00,0.00
2020-01-15,8.3,14.9,1.3,3.9,9.9,-2.7,0.00,13.3,24.8,82,16.40,0.0,0.00,0.00
2020-01-16,10.9,19.0,3.8,5.6,12.9,-1.2,0.00,22.7,38.5,156,16.39,0.0,0.00,0.00
2020-01-17,14.6,22.5,8.2,8.9,15.7,3.1,0.00,31.7,50.8,172,16.41,0.0,0.00,0.00
2020-01-18,18.3,24.9,12.9,14.5,21.6,7.2,0.00,29.1,42.8,234,12.29,0.0,0.00,0.00
2020-01-19,17.0,22.5,11.9,14.1,19.1,9.4,0.00,18.1,33.8,319,16.11,0.0,0.00,0.00
2020-01-20,13.8,19.9,7.4,10.5,16.9,4.2,0.00,14.6,20.5,92,16.60,0.0,0.00,0.00
2020-01-21,15.8,23.1,8.4,11.3,17.4,4.7,0.00,28.8,46.1,184,14.76,0.0,0.00,0.00
2020-01-22,12.3,16.6,7.6,7.8,12.0,3.4,0.00,26.8,42.5,315,16.89,0.0,0.00,0.00
2020-01-23,8.4,13.6,3.1,3.8,8.6,-0.8,0.00,20.5,32.0,348,16.93,0.0,0.00,0.00
2020-01-24,9.6,17.1,2.9,5.6,12.9,-0.9,0.00,16.5,29.2,168,17.14,0.0,0.00,0.00
2020-01-25,9.4,13.5,5.8,4.1,8.4,-0.0,0.00,24.2,39.2,312,17.15,0.0,0.00,0.00
2020-01-26,6.6,12.1,2.2,1.7,7.1,-2.7,0.00,22.1,38.2,338,17.18,0.0,0.00,0.00
2020-01-27,8.2,14.6,1.8,5.1,11.3,-1.6,0.00,9.7,15.8,342,17.54,0.0,0.00,0.00
2020-01-28,10.8,17.6,2.5,6.5,13.0,-1.3,0.00,18.9,27.0,151,17.73,0.0,0.00,0.00
2020-01-29,13.4,20.8,7.3,8.1,16.7,1.4,0.00,24.2,40.0,210,10.74,0.0,0.00,0.00
2020-01-30,12.4,18.1,6.5,8.1,14.5,2.4,0.00,19.1,29.2,358,17.23,0.0,0.00,0.00
2020-01-31,14.1,22.5,5.8,9.3,17.3,1.7,0.00,25.7,37.8,138,15.99,0.0,0.00,0.00
2020-02-01,15.2,19.1,10.2,9.8,14.2,5.6,0.00,29.0,47.2,343,16.26,0.0,0.00,0.00
2020-02-02,11.8,18.8,4.5,7.3,14.2,0.2,0.00,14.4,25.6,60,17.91,0.0,0.00,0.00
2020-02-03,12.2,18.7,5.9,7.4,14.0,1.3,0.00,19.5,32.0,95,17.61,0.0,0.00,0.00
2020-02-04,15.1,23.0,7.8,9.7,17.2,2.7,0.00,27.5,45.0,159,15.35,0.0,0.00,0.00
2020-02-05,17.3,23.1,13.5,12.1,18.1,8.3,0.10,32.8,52.2,164,12.09,1.0,0.10,0.00
2020-02-06,19.8,27.4,13.9,15.3,23.1,8.9,0.00,24.7,38.5,180,14.41,0.0,0.00,0.00
2020-02-07,21.3,27.1,16.2,17.7,24.0,12.1,0.00,23.5,34.6,215,17.47,0.0,0.00,0.00
2020-02-08,20.8,26.4,16.4,16.9,22.5,12.7,0.00,28.5,47.2,275,15.80,0.0,0.00,0.00
2020-02-09,16.5,21.9,11.5,12.2,18.7,7.2,0.00,20.0,34.2,60,18.25,0.0,0.00,0.00
2020-02-10,12.6,17.9,6.8,8.2,14.7,2.4,0.00,18.0,31.7,55,18.74,0.0,0.00,0.00
2020-02-11,8.7,13.9,3.6,3.9,10.0,-1.0,0.00,19.3,31.3,24,18.80,0.0,0.00,0.00
2020-02-12,6.7,13.9,0.0,1.8,9.7,-5.2,0.00,17.0,26.6,67,19.24,0.0,0.00,0.00
2020-02-13,9.8,18.3,2.0,4.6,14.0,-3.4,0.00,16.6,30.2,140,19.20,0.0,0.00,0.00
2020-02-14,14.3,22.6,6.6,10.1,20.1,1.4,0.00,14.4,22.0,170,19.11,0.0,0.00,0.00
2020-02-15,15.8,23.5,8.0,11.2,18.5,3.9,0.00,20.0,34.9,155,19.27,0.0,0.00,0.00
2020-02-16,18.7,27.2,11.6,12.1,20.1,5.6,0.00,30.8,49.7,161,18.12,0.0,0.00,0.00
2020-02-17,21.5,28.2,14.9,16.9,27.4,9.8,0.00,27.0,43.9,166,18.02,0.0,0.00,0.00
2020-02-18,22.8,30.4,17.0,16.3,23.5,10.7,0.00,29.4,47.9,157,17.55,0.0,0.00,0.00
2020-02-19,24.0,32.3,17.8,19.0,26.0,12.0,0.60,29.3,49.0,191,18.03,2.0,0.60,0.00
2020-02-20,16.7,20.3,11.9,12.3,18.8,8.6,0.10,33.4,50.8,310,19.87,1.0,0.10,0.00
2020-02-21,14.4,20.5,7.8,11.3,17.7,5.0,0.00,12.1,24.1,78,19.74,0.0,0.00,0.00
2020-02-22,19.4,27.6,11.6,15.2,23.8,7.0,0.00,25.6,42.8,166,19.73,0.0,0.00,0.00
2020-02-23,22.4,29.4,15.5,18.6,26.5,11.3,0.00,26.6,42.5,157,19.07,0.0,0.00,0.00
2020-02-24,24.9,31.9,19.0,20.1,25.0,16.2,0.00,39.3,61.6,155,18.73,0.0,0.00,0.00
2020-02-25,22.8,30.7,16.7,18.7,26.7,8.9,0.00,44.4,65.9,260,15.00,0.0,0.00,0.00
2020-02-26,14.8,19.8,9.6,10.4,16.4,5.1,0.00,27.4,49.7,310,20.83,0.0,0.00,0.00
2020-02-27,15.2,22.0,8.4,12.3,19.0,5.7,0.00,13.5,23.8,4,20.89,0.0,0.00,0.00
2020-02-28,18.0,26.0,9.5,14.5,23.8,5.9,0.00,18.1,27.0,112,20.97,0.0,0.00,0.00
2020-02-29,22.5,30.0,15.0,17.9,25.2,9.9,0.00,28.5,46.8,193,20.70,0.0,0.00,0.00
2020-03-01,21.7,27.9,16.5,17.6,24.7,11.9,0.00,24.0,36.0,322,21.42,0.0,0.00,0.00
2020-03-02,16.7,22.1,11.4,12.2,18.5,6.9,0.00,21.8,34.6,26,21.67,0.0,0.00,0.00
2020-03-03,15.3,22.7,7.4,11.4,19.6,3.3,0.00,13.1,22.3,72,22.08,0.0,0.00,0.00
2020-03-04,17.1,24.6,9.2,13.4,22.1,5.4,0.00,14.0,21.2,101,21.83,0.0,0.00,0.00
2020-03-05,19.4,27.7,11.1,15.2,24.1,7.0,0.00,17.3,31.7,116,21.76,0.0,0.00,0.00
2020-03-06,22.2,30.5,14.1,17.2,25.2,9.2,0.00,27.1,45.4,167,21.61,0.0,0.00,0.00
2020-03-07,21.5,26.0,16.8,17.0,22.8,12.3,0.00,24.3,41.0,293,22.09,0.0,0.00,0.00
2020-03-08,17.6,23.5,10.9,13.3,18.9,7.3,0.00,24.9,42.8,343,22.02,0.0,0.00,0.00
2020-03-09,16.8,23.0,10.4,13.4,19.8,7.0,0.00,19.1,34.2,357,22.36,0.0,0.00,0.00
2020-03-10,17.9,25.5,9.8,14.4,22.6,6.3,0.00,15.8,29.9,117,22.22,0.0,0.00,0.00
2020-03-11,20.0,27.8,12.1,15.3,24.0,7.5,0.00,22.2,38.5,146,22.35,0.0,0.00,0.00
2020-03-12,21.4,28.0,15.1,15.7,22.7,9.9,0.00,28.0,43.9,154,21.51,0.0,0.00,0.00
2020-03-13,23.0,29.0,16.0,16.0,22.2,9.4,0.00,37.9,59.8,162,19.61,0.0,0.00,0.00
2020-03-14,22.0,24.3,15.7,17.1,21.0,12.6,0.60,36.4,62.3,214,14.90,3.0,0.60,0.00
2020-03-15,19.2,24.5,13.4,15.7,22.0,9.8,0.00,20.8,37.1,333,22.50,0.0,0.00,0.00
2020-03-16,19.6,25.6,12.9,17.2,25.0,10.2,0.00,16.6,24.1,50,22.67,0.0,0.00,0.00
2020-03-17,22.8,29.9,15.2,18.6,25.7,11.4,0.00,33.1,50.8,138,21.01,0.0,0.00,0.00
2020-03-18,23.5,29.0,18.2,19.7,25.2,14.1,1.00,24.7,53.3,252,20.34,4.0,1.00,0.00
2020-03-19,21.0,27.9,12.4,17.5,25.4,9.3,0.00,20.3,29.5,116,23.62,0.0,0.00,0.00
2020-03-20,21.7,29.8,15.4,17.0,25.7,11.0,0.00,27.7,47.5,198,19.64,0.0,0.00,0.00
2020-03-21,21.1,27.5,13.4,15.6,22.3,8.0,0.00,34.0,54.0,274,22.74,0.0,0.00,0.00
2020-03-22,16.7,20.0,12.6,11.5,15.0,7.6,0.00,29.8,46.8,309,24.25,0.0,0.00,0.00
2020-03-23,15.4,22.5,7.9,11.3,18.3,3.8,0.00,15.5,30.6,318,24.42,0.0,0.00,0.00
2020-03-24,18.8,26.6,9.6,14.4,23.5,4.7,0.00,17.1,31.0,153,22.97,0.0,0.00,0.00
2020-03-25,22.0,29.5,15.4,17.2,25.4,10.5,0.20,23.5,42.5,186,21.59,1.0,0.20,0.00
2020-03-26,23.8,31.1,16.5,19.5,28.0,12.2,0.00,23.4,39.2,349,23.98,0.0,0.00,0.00
2020-03-27,24.2,31.1,16.6,19.7,25.9,13.0,0.00,31.4,50.8,311,19.58,0.0,0.00,0.00
2020-03-28,25.7,32.0,20.1,21.8,26.5,16.9,0.10,37.1,57.2,263,14.53,1.0,0.10,0.00
2020-03-29,22.3,26.8,17.2,18.8,25.4,13.8,0.00,23.8,37.4,20,23.26,0.0,0.00,0.00
2020-03-30,20.8,25.8,14.4,17.8,24.5,12.4,0.00,17.1,30.2,11,23.86,0.0,0.00,0.00
2020-03-31,22.6,29.2,14.9,18.1,25.5,10.3,0.00,28.0,45.7,121,23.18,0.0,0.00,0.00
2020-04-01,25.9,32.8,19.4,20.4,27.3,13.8,0.00,39.7,63.4,184,23.22,0.0,0.00,0.00
2020-04-02,26.1,31.9,19.0,22.3,29.2,14.5,0.00,31.5,49.3,221,24.65,0.0,0.00,0.00
2020-04-03,27.6,33.6,22.0,23.0,29.9,17.1,0.00,26.0,40.3,353,24.45,0.0,0.00,0.00
2020-04-04,24.3,31.4,16.6,20.4,28.7,12.4,0.00,26.7,40.7,78,23.71,0.0,0.00,0.00
2020-04-05,25.6,31.3,19.5,21.2,28.3,14.2,0.00,26.1,45.0,110,22.04,0.0,0.00,0.00
2020-04-06,27.8,34.5,20.2,24.4,33.2,15.7,0.00,22.6,38.9,148,23.18,0.0,0.00,0.00
2020-04-07,28.5,35.5,21.0,25.1,31.8,18.9,0.00,27.0,45.7,163,22.60,0.0,0.00,0.00
2020-04-08,30.3,36.5,22.8,26.9,34.3,19.0,0.00,19.8,38.2,232,23.26,0.0,0.00,0.00
2020-04-09,31.3,38.5,23.4,27.3,34.0,19.5,0.00,33.3,58.7,225,23.79,0.0,0.00,0.00
2020-04-10,30.5,35.2,24.5,26.0,30.8,21.4,0.00,35.3,56.5,260,23.57,0.0,0.00,0.00
2020-04-11,25.5,30.5,20.6,20.7,26.4,16.2,0.00,23.0,39.2,276,21.52,0.0,0.00,0.00
2020-04-12,23.7,30.2,16.9,20.7,28.9,13.2,0.00,20.8,37.8,85,24.57,0.0,0.00,0.00
2020-04-13,22.9,28.7,18.8,18.4,26.9,13.2,0.00,32.4,50.4,84,24.42,0.0,0.00,0.00
2020-04-14,22.2,28.5,16.7,18.0,24.2,12.4,1.80,32.0,52.6,116,22.46,4.0,1.80,0.00
2020-04-15,19.4,25.9,14.4,17.4,24.8,10.5,2.40,28.6,42.8,116,24.05,5.0,2.40,0.00
2020-04-16,20.3,25.9,14.8,19.1,25.9,11.8,0.00,26.8,41.4,55,23.73,0.0,0.00,0.00
2020-04-17,22.5,29.4,15.8,20.7,27.4,14.6,1.00,27.8,46.4,144,22.94,4.0,1.00,0.00
2020-04-18,23.9,29.6,18.8,22.1,27.4,16.5,0.10,27.0,47.5,207,24.75,1.0,0.10,0.00
2020-04-19,22.8,29.2,15.4,20.7,28.0,13.8,0.00,18.3,28.4,26,21.77,0.0,0.00,0.00
2020-04-20,22.0,27.2,18.4,20.5,25.8,17.6,10.40,28.5,46.8,123,14.78,7.0,10.40,0.00
2020-04-21,20.7,27.1,16.9,20.5,26.6,16.5,2.20,25.1,40.7,151,23.11,3.0,2.20,0.00
2020-04-22,22.4,29.8,16.4,22.7,29.3,16.6,0.00,16.2,27.4,209,24.14,0.0,0.00,0.00
2020-04-23,25.5,32.8,18.0,23.6,29.8,16.6,0.00,21.5,35.3,214,25.61,0.0,0.00,0.00
2020-04-24,27.5,36.2,19.1,24.8,32.7,17.5,0.00,24.4,39.2,216,24.29,0.0,0.00,0.00
2020-04-25,29.6,37.4,21.4,25.8,32.8,18.7,0.00,25.7,41.8,220,25.51,0.0,0.00,0.00
2020-04-26,28.2,33.5,22.5,23.6,28.5,18.8,0.00,28.0,46.8,281,25.09,0.0,0.00,0.00
2020-04-27,24.9,30.8,18.5,21.2,29.1,14.9,0.00,23.5,39.6,64,26.10,0.0,0.00,0.00
2020-04-28,28.1,36.4,19.6,23.7,32.8,15.0,0.00,23.8,41.0,180,26.02,0.0,0.00,0.00
2020-04-29,31.4,38.0,24.8,26.5,32.9,19.6,0.00,30.1,47.9,238,23.67,0.0,0.00,0.00
2020-04-30,28.0,32.8,22.0,24.0,30.6,17.8,0.00,25.9,42.1,339,25.83,0.0,0.00,0.00
2020-05-01,28.5,35.8,21.0,25.1,32.9,17.3,0.00,23.8,41.8,134,25.57,0.0,0.00,0.00
2020-05-02,28.2,34.2,21.8,23.8,30.4,17.2,0.00,24.8,42.5,315,26.20,0.0,0.00,0.00
2020-05-03,26.9,33.4,20.0,22.6,30.4,15.4,0.00,17.8,32.8,65,26.38,0.0,0.00,0.00
2020-05-04,29.0,36.3,20.5,24.2,32.2,15.9,0.00,27.6,46.1,131,25.83,0.0,0.00,0.00
2020-05-05,31.1,37.3,25.2,26.6,32.3,20.4,0.00,41.4,64.8,192,16.98,0.0,0.00,0.00
2020-05-06,30.4,34.7,26.1,26.8,32.2,21.4,0.00,44.6,67.3,287,25.88,0.0,0.00,0.00
2020-05-07,27.8,33.9,21.5,23.4,31.0,17.2,0.00,26.0,42.8,79,24.88,0.0,0.00,0.00
2020-05-08,29.1,35.7,23.6,24.2,31.2,19.3,0.00,29.0,48.2,118,22.72,0.0,0.00,0.00
2020-05-09,31.8,39.4,24.2,27.3,34.1,19.3,0.00,30.9,50.0,191,22.52,0.0,0.00,0.00
2020-05-10,30.7,35.2,25.7,29.8,35.8,24.8,0.00,22.2,33.1,38,17.71,0.0,0.00,0.00
2020-05-11,28.7,32.4,24.8,27.2,30.9,23.4,0.00,16.7,36.7,79,12.68,0.0,0.00,0.00
2020-05-12,29.4,35.3,22.6,26.6,35.2,19.9,0.00,25.5,39.6,89,25.59,0.0,0.00,0.00
2020-05-13,28.9,34.2,22.8,25.0,32.6,18.7,0.00,23.2,38.9,55,26.05,0.0,0.00,0.00
2020-05-14,28.7,35.3,20.7,24.9,31.7,17.2,0.00,18.1,33.5,21,26.33,0.0,0.00,0.00
2020-05-15,30.0,35.8,23.9,26.5,33.1,21.1,0.00,16.7,32.4,87,21.66,0.0,0.00,0.00
2020-05-16,30.7,36.8,23.0,27.7,36.0,19.5,0.00,14.6,25.2,194,24.07,0.0,0.00,0.00
2020-05-17,31.6,37.8,24.2,29.0,37.2,22.1,0.00,17.5,26.6,17,26.19,0.0,0.00,0.00
2020-05-18,31.7,37.7,23.6,28.4,35.4,20.1,0.00,30.0,46.1,274,22.43,0.0,0.00,0.00
2020-05-19,31.4,35.2,28.1,27.7,33.7,23.5,0.00,35.7,54.7,273,15.54,0.0,0.00,0.00
2020-05-20,31.1,37.0,23.9,28.2,35.3,21.4,0.00,20.8,38.9,331,24.99,0.0,0.00,0.00
2020-05-21,31.1,37.8,24.0,27.7,36.1,19.8,0.00,19.3,36.0,4,26.73,0.0,0.00,0.00
2020-05-22,31.3,38.3,23.4,26.9,34.7,19.2,0.00,20.9,40.0,354,26.55,0.0,0.00,0.00
2020-05-23,31.1,38.3,22.1,27.5,36.3,17.5,0.00,17.3,31.3,3,27.03,0.0,0.00,0.00
2020-05-24,32.2,39.2,23.7,28.3,36.3,19.4,0.00,19.1,34.9,183,24.05,0.0,0.00,0.00
2020-05-25,32.9,39.5,24.0,28.8,35.7,19.9,0.00,25.9,42.1,117,25.95,0.0,0.00,0.00
2020-05-26,30.9,37.4,24.1,26.6,35.4,19.4,0.00,29.1,43.9,71,24.88,0.0,0.00,0.00
2020-05-27,31.6,38.2,23.2,28.2,36.2,20.5,0.00,17.3,31.7,78,26.72,0.0,0.00,0.00
2020-05-28,32.7,39.5,25.2,29.6,38.1,21.9,0.00,17.6,31.7,77,26.82,0.0,0.00,0.00
2020-05-29,33.4,40.3,25.3,30.7,39.4,21.7,0.00,16.6,27.7,108,26.73,0.0,0.00,0.00
2020-05-30,34.0,40.8,25.5,30.5,38.3,22.7,0.00,26.9,41.8,73,26.88,0.0,0.00,0.00
2020-05-31,34.1,40.1,27.2,30.1,38.3,23.0,0.00,25.6,37.8,95,26.87,0.0,0.00,0.00
2020-06-01,34.7,41.0,28.4,30.3,38.3,23.4,0.00,24.1,41.8,137,26.95,0.0,0.00,0.00
2020-06-02,34.9,41.5,27.9,31.0,38.2,23.2,0.00,26.1,43.9,191,26.72,0.0,0.00,0.00
2020-06-03,34.8,40.8,28.4,31.8,39.8,24.7,0.00,17.2,31.0,155,25.30,0.0,0.00,0.00
2020-06-04,34.7,40.5,28.2,32.2,39.9,25.0,0.00,15.6,23.0,66,26.40,0.0,0.00,0.00
2020-06-05,34.4,40.0,27.6,30.7,36.9,24.3,0.00,22.4,33.8,65,26.63,0.0,0.00,0.00
2020-06-06,33.7,40.0,26.4,29.9,37.7,22.7,0.00,20.0,34.9,33,26.36,0.0,0.00,0.00
2020-06-07,33.8,39.5,27.6,31.3,39.8,23.8,0.00,15.3,22.3,67,26.72,0.0,0.00,0.00
2020-06-08,34.7,40.3,27.1,31.8,38.7,24.7,0.00,17.4,29.2,72,25.86,0.0,0.00,0.00
2020-06-09,35.5,40.8,29.4,32.8,39.6,26.8,0.00,16.4,28.8,320,25.84,0.0,0.00,0.00
2020-06-10,35.8,41.2,29.4,32.2,40.7,24.9,0.00,28.0,46.1,116,26.78,0.0,0.00,0.00
2020-06-11,35.8,41.5,28.6,32.0,40.0,23.9,0.00,23.3,39.6,182,27.20,0.0,0.00,0.00
2020-06-12,35.2,41.2,28.0,31.5,39.1,23.9,0.00,19.2,29.2,4,27.32,0.0,0.00,0.00
2020-06-13,34.2,40.3,27.5,30.4,38.9,23.0,0.00,20.0,32.4,66,27.27,0.0,0.00,0.00
2020-06-14,34.2,41.2,26.4,29.7,37.2,22.9,0.00,27.2,42.1,116,27.18,0.0,0.00,0.00
2020-06-15,35.5,43.0,26.9,31.0,39.1,22.8,0.00,34.4,50.8,154,27.00,0.0,0.00,0.00
2020-06-16,36.5,43.2,29.2,32.4,40.6,24.8,0.00,28.5,43.9,248,27.21,0.0,0.00,0.00
2020-06-17,35.2,41.5,28.9,30.9,37.9,24.8,0.00,27.6,45.4,8,27.14,0.0,0.00,0.00
2020-06-18,33.4,39.2,26.4,29.3,35.9,22.6,0.00,20.4,37.1,5,27.41,0.0,0.00,0.00
2020-06-19,32.9,39.0,26.0,28.9,36.2,21.5,0.00,18.4,31.0,356,27.67,0.0,0.00,0.00
2020-06-20,33.4,39.8,25.5,29.6,38.4,21.3,0.00,17.9,27.7,102,27.59,0.0,0.00,0.00
2020-06-21,31.8,37.7,25.7,27.9,35.8,20.8,0.00,28.2,45.7,34,27.25,0.0,0.00,0.00
2020-06-22,30.8,36.2,25.3,26.3,32.0,21.2,0.00,27.3,45.4,353,27.46,0.0,0.00,0.00
2020-06-23,31.8,38.5,23.9,27.0,33.5,20.3,0.00,33.0,54.0,329,27.41,0.0,0.00,0.00
2020-06-24,30.9,37.3,24.5,25.7,32.4,18.7,0.00,27.4,46.1,347,27.64,0.0,0.00,0.00
2020-06-25,32.0,38.2,25.0,27.3,34.5,20.1,0.00,27.9,45.7,16,27.05,0.0,0.00,0.00
2020-06-26,33.3,40.0,26.0,29.1,36.7,21.7,0.00,19.9,33.8,27,26.91,0.0,0.00,0.00
2020-06-27,34.3,42.0,25.5,30.1,38.4,21.5,0.00,21.4,35.3,34,27.23,0.0,0.00,0.00
2020-06-28,34.9,41.8,26.5,31.5,40.9,22.2,0.00,13.0,20.5,71,27.38,0.0,0.00,0.00
2020-06-29,35.6,42.7,27.0,32.0,40.1,23.0,0.00,17.5,28.4,308,27.32,0.0,0.00,0.00
2020-06-30,35.6,42.5,27.8,32.5,40.2,24.5,0.00,17.6,33.1,3,26.85,0.0,0.00,0.00
2020-07-01,35.9,42.7,27.3,33.0,41.2,24.3,0.00,16.1,31.0,99,26.90,0.0,0.00,0.00
2020-07-02,37.0,43.5,29.6,33.0,42.5,25.7,0.00,24.9,42.8,129,24.71,0.0,0.00,0.00
2020-07-03,36.1,42.0,29.5,32.2,39.2,25.4,0.00,24.2,41.8,117,26.39,0.0,0.00,0.00
2020-07-04,36.2,42.2,28.8,33.0,41.0,25.5,0.00,23.6,34.6,156,26.86,0.0,0.00,0.00
2020-07-05,36.3,43.0,28.2,32.9,40.2,25.5,0.00,18.1,34.6,301,27.11,0.0,0.00,0.00
2020-07-06,36.0,42.5,28.0,32.9,41.3,24.7,0.00,14.4,24.5,347,27.09,0.0,0.00,0.00
2020-07-07,35.9,42.0,29.0,31.5,38.7,23.8,0.00,23.8,39.6,296,26.99,0.0,0.00,0.00
2020-07-08,35.3,40.8,29.0,31.1,38.2,24.4,0.00,25.7,42.8,330,26.83,0.0,0.00,0.00
2020-07-09,34.4,40.5,28.1,30.4,38.0,23.6,0.00,24.0,40.3,346,26.92,0.0,0.00,0.00
2020-07-10,34.8,41.7,27.0,31.3,39.0,23.3,0.00,19.9,34.2,329,27.00,0.0,0.00,0.00
2020-07-11,35.7,42.2,27.9,32.0,40.5,23.2,0.00,17.5,29.9,304,27.00,0.0,0.00,0.00
2020-07-12,37.0,42.5,30.5,32.8,39.2,25.4,0.00,20.1,36.0,29,22.94,0.0,0.00,0.00
2020-07-13,37.0,42.5,31.0,32.4,38.1,27.1,0.00,27.5,45.7,124,22.34,0.0,0.00,0.00
2020-07-14,36.6,41.7,30.3,33.4,39.8,27.2,0.00,27.2,43.2,194,25.80,0.0,0.00,0.00
2020-07-15,37.2,43.3,29.6,33.7,40.3,25.8,0.00,18.6,34.2,239,25.73,0.0,0.00,0.00
2020-07-16,36.1,41.6,29.5,31.4,37.4,24.6,0.00,34.8,55.1,54,25.52,0.0,0.00,0.00
2020-07-17,36.0,41.5,29.1,32.2,39.9,25.7,0.00,19.9,32.4,41,25.73,0.0,0.00,0.00
2020-07-18,35.1,41.3,28.6,31.1,37.7,24.6,0.00,23.4,39.2,18,25.75,0.0,0.00,0.00
2020-07-19,35.3,41.5,29.5,32.2,40.9,25.0,0.00,22.4,36.7,43,25.02,0.0,0.00,0.00
2020-07-20,36.9,43.3,29.8,33.2,38.7,27.6,0.00,28.6,47.5,34,25.98,0.0,0.00,0.00
2020-07-21,37.3,43.0,31.1,32.3,37.5,26.7,0.00,34.5,55.8,24,26.55,0.0,0.00,0.00
2020-07-22,36.3,42.5,29.2,32.1,37.8,25.4,0.00,30.6,51.5,15,26.80,0.0,0.00,0.00
2020-07-23,36.1,41.8,30.5,33.9,41.0,27.1,0.00,23.9,36.4,107,23.27,0.0,0.00,0.00
2020-07-24,35.9,39.9,30.0,33.9,39.0,28.8,0.00,21.2,35.3,140,21.96,0.0,0.00,0.00
2020-07-25,35.9,41.2,30.1,33.7,40.9,28.3,0.00,23.3,37.8,113,22.92,0.0,0.00,0.00
2020-07-26,34.8,39.9,29.5,33.5,40.3,28.0,0.00,22.1,37.8,132,23.64,0.0,0.00,0.00
2020-07-27,35.7,41.0,29.1,34.4,40.2,28.0,0.00,17.6,27.7,122,22.12,0.0,0.00,0.00
2020-07-28,37.4,43.5,30.0,34.6,40.0,27.8,0.00,24.1,41.4,44,23.33,0.0,0.00,0.00
2020-07-29,37.2,42.8,30.7,35.4,43.1,28.8,0.00,16.3,26.6,116,23.50,0.0,0.00,0.00
2020-07-30,38.2,44.4,31.0,35.1,41.9,28.1,0.00,24.0,41.0,6,23.98,0.0,0.00,0.00
2020-07-31,38.8,44.8,32.0,34.9,40.5,29.1,0.00,36.0,57.6,39,23.97,0.0,0.00,0.00
2020-08-01,38.4,44.3,30.5,36.2,44.3,28.0,0.00,13.0,24.5,92,24.03,0.0,0.00,0.00
2020-08-02,38.7,44.1,31.8,35.8,42.7,29.4,0.00,22.7,35.6,346,24.74,0.0,0.00,0.00
2020-08-03,37.6,43.5,30.0,33.9,40.4,26.0,0.00,25.1,43.2,357,26.12,0.0,0.00,0.00
2020-08-04,35.8,41.7,29.1,32.1,38.5,25.8,0.00,22.5,40.0,343,26.35,0.0,0.00,0.00
2020-08-05,34.1,39.8,27.5,29.9,35.6,23.6,0.00,25.3,43.6,330,26.22,0.0,0.00,0.00
2020-08-06,33.1,38.4,26.9,28.4,33.7,22.4,0.00,29.8,49.7,332,26.42,0.0,0.00,0.00
2020-08-07,33.7,39.2,27.8,28.7,34.8,22.1,0.00,30.1,50.0,329,26.22,0.0,0.00,0.00
2020-08-08,34.2,40.0,27.4,30.2,35.5,24.5,0.00,30.5,50.0,347,25.42,0.0,0.00,0.00
2020-08-09,34.2,40.0,26.5,30.8,37.1,23.4,0.00,20.9,37.8,350,23.88,0.0,0.00,0.00
2020-08-10,33.5,38.9,27.6,29.0,34.8,22.8,0.00,26.4,45.4,349,25.73,0.0,0.00,0.00
2020-08-11,31.8,37.3,25.2,27.3,32.8,21.1,0.00,28.9,47.2,343,25.81,0.0,0.00,0.00
2020-08-12,31.8,37.5,25.3,28.1,34.4,21.5,0.00,20.2,35.6,343,25.15,0.0,0.00,0.00
2020-08-13,32.2,39.0,24.6,29.3,37.3,21.2,0.00,19.8,33.8,345,25.65,0.0,0.00,0.00
